NAPS_ID,City,P_T,Location,Latitude,Longitude,Elevation,Classification,ID,Minimum,10th_Percentile,30th_Percentile,50th_Percentile,70th_Percentile,80th_Percentile,90th_Percentile,95th_Percentile,98th_Percentile,99th_Percentile,99.9th_Percentile,Maximum,Percent_Completeness,January,February,March,April,May,June,July,August,September,October,November,December,Mean,Standard_Deviation,Year
106800,Ucluelet,BC,Coast Guard Drive,48.921799,-125.541209,14,"RB,SU,P2,W",DMean,0.08,0.1,0.11,0.12,0.14,0.14,0.15,0.16,0.17,0.17,0.19,0.19,98.360655738,0.14,0.14,0.16,0.15,0.13,0.11,0.1,0.11,0.11,0.13,0.12,0.12,0.12,0.021187643,2016
129003,Yellowknife,NT,"52nd Ave & 49t Street, Sir John Franklin High School",62.45207,-114.364,206,"PE,SU,P3,R",DMean,0.09,0.12,0.15,0.19,0.69,0.7,0.72,0.74,0.77,0.8,0.84,0.84,93.715846995,0.7,0.74,0.71,0.69,0.34,0.13,0.15,0.13,0.12,0.16,0.19,0.2,0.37,0.270353644,2016
129203,Inuvik,NT,"Bompas Road (Block21, Lot 4084)",68.35702037,-133.7140565,15,"PE,SU,P2,R",DMean,0.01,0.05,0.1,0.27,0.48,0.51,0.53,0.57,0.59,0.6,0.62,0.62,100,0.42,0.46,0.5,0.56,0.53,0.25,0.08,0.05,0.05,0.07,0.18,0.28,0.28,0.201363514,2016
129601,Fort Smith,NT,95 Conibear Crescent,60.00455,-111.893241,680,"PE,SU,P2,R",DMean,0,0.01,0.06,0.14,0.2,0.25,0.29,0.32,0.38,0.5,0.58,0.58,99.453551913,0.29,0.28,0.23,0.19,0.12,0.02,0.02,0.03,0.04,0.08,0.16,0.26,0.14,0.112311479,2016
10102,St. John's,NL,354 Water Street,47.56038,-52.71147,7,"PE,LU,P4,R",DMean,0.07,0.13,0.15,0.17,0.19,0.2,0.22,0.25,0.28,0.31,0.37,0.37,99.452054795,0.17,0.17,0.17,0.19,0.18,0.15,0.14,0.17,0.19,0.19,0.19,0.19,0.17,0.042304883,2017
10401,Mount Pearl,NL,Old Placentia Road,47.50513,-52.79476,135,"PE,LU,P3,R",DMean,0.1,0.2,0.23,0.25,0.28,0.3,0.33,0.35,0.38,0.41,0.43,0.43,99.178082192,0.18,0.24,0.24,0.25,0.24,0.27,0.3,0.33,0.3,0.26,0.25,0.22,0.26,0.054562689,2017
10501,Grand Falls-Windsor,NL,Scott Avenue,48.92696,-55.65966,62,"PE,SU,P3,I",DMean,0.06,0.09,0.11,0.13,0.15,0.16,0.18,0.2,0.22,0.25,0.33,0.33,96.712328767,0.16,0.17,0.17,0.15,0.12,0.09,0.09,0.12,0.12,0.13,0.15,0.17,0.14,0.036816022,2017
10602,Corner Brook,NL,Macpherson Ave,48.95224,-57.92207,100,"PE,SU,P3,R",DMean,0.08,0.11,0.13,0.14,0.15,0.16,0.18,0.2,0.22,0.24,0.37,0.37,98.630136986,0.16,0.16,0.17,0.15,0.13,0.12,0.12,0.13,0.14,0.13,0.14,0.16,0.14,0.030396352,2017
10901,Burin,NL,18 Hwy 220 (Main St.),47.09899,-55.19852,1,"RB,NU,P2,R",DMean,0.06,0.09,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.2,0.2,96.712328767,0.11,0.12,0.15,0.13,0.14,0.11,0.09,0.12,0.13,0.11,0.12,0.12,0.12,0.022502314,2017
30113,Halifax,NS,1672 Granville Street,44.64711,-63.57366,28,"PE,LU,P4,R",DMean,0.07,0.1,0.13,0.14,0.15,0.16,0.18,0.19,0.2,0.21,0.29,0.29,72.876712329,,,,0.15,0.13,0.11,0.13,0.15,0.15,0.16,0.15,0.15,,,2017
30118,Halifax,NS,1649 Barrington Street,44.646425,-63.573383,18,"PE,LU,P4,R",DMean,0.04,0.08,0.1,0.11,0.13,0.14,0.17,0.18,0.21,0.21,0.27,0.27,98.630136986,0.13,0.13,0.11,0.11,0.08,0.09,0.12,0.14,0.14,0.12,0.12,0.13,0.12,0.035179521,2017
30310,Sydney,NS,71 Welton Street,46.14222,-60.17252,27,"PE,SU,P3,R",DMean,0.06,0.09,0.11,0.13,0.16,0.18,0.21,0.24,0.27,0.28,0.35,0.35,98.356164384,0.16,0.16,0.15,0.13,0.11,0.1,0.1,0.13,0.12,0.13,0.21,0.2,0.14,0.048346689,2017
40103,Fredericton,NB,437 Aberdeen Street,45.957318,-66.646719,21,"PE,MU,P3,R",DMean,0.13,0.16,0.22,0.25,0.33,0.44,0.62,0.83,0.95,0.99,0.99,0.99,14.246575342,0.4,0.23,,,,,,,,,,,,,2017
40209,Saint John,NB,8 Castle Street,45.28028,-66.05611,41,"PE,MU,P3,R",DMean,0.08,0.13,0.14,0.15,0.17,0.18,0.19,0.2,0.21,0.23,0.29,0.29,96.164383562,0.17,0.17,0.17,0.17,0.14,0.14,0.14,0.16,0.16,0.14,0.15,0.16,0.16,0.026340696,2017
40302,Moncton,NB,5 Thanet Street,46.101578,-64.789661,9,"T,LU,P4,R",DMean,0.04,0.12,0.15,0.17,0.19,0.21,0.23,0.27,0.31,0.38,0.47,0.47,99.178082192,0.21,0.22,0.19,0.17,0.15,0.14,0.15,0.16,0.19,0.17,0.18,0.19,0.18,0.052869873,2017
50109,Montreal,QC,"2495 Duncan / Decarie, Mt-Royal",45.502648,-73.663913,41,"T,LU,P6,I",DMean,0.1,0.19,0.23,0.25,0.29,0.31,0.36,0.4,0.45,0.48,0.54,0.54,98.630136986,0.3,0.29,0.29,0.24,0.22,0.22,0.23,0.25,0.3,0.26,0.27,0.28,0.26,0.06863027,2017
50113,Laval,QC,1160 Boul Pie-Ix,45.547463,-73.748317,35,"PE,LU,P6,R",DMean,0.11,0.14,0.17,0.19,0.22,0.25,0.3,0.35,0.41,0.46,0.58,0.58,98.356164384,0.28,0.25,0.24,0.19,0.17,0.15,0.16,0.18,0.21,0.2,0.23,0.24,0.21,0.070812841,2017
50128,Montreal,QC,"90-A Rue Herve-Saint-Martin, Dorval",45.468322,-73.741198,33,"PE,LU,P3,C",DMean,0.09,0.14,0.16,0.18,0.21,0.23,0.28,0.32,0.39,0.4,0.41,0.41,95.616438356,0.24,0.24,0.22,0.19,0.17,0.15,0.16,0.17,0.21,0.18,0.19,0.23,0.2,0.060180414,2017
50135,Montreal,QC,4240 Rue Charleroi,45.5934,-73.63726,41,"PE,LU,P6,R",DMean,0.11,0.16,0.18,0.21,0.24,0.26,0.33,0.36,0.42,0.48,0.68,0.68,99.452054795,0.28,0.29,0.26,0.21,0.19,0.17,0.17,0.19,0.24,0.21,0.24,0.25,0.23,0.072829077,2017
50136,Montreal,QC,75 Rue Ontario Est,45.512189,-73.566842,32,"PE,LU,P6,R",DMean,0.11,0.16,0.18,0.2,0.23,0.24,0.28,0.31,0.35,0.4,0.47,0.47,99.452054795,0.24,0.25,0.25,0.21,0.18,0.16,0.18,0.19,0.23,0.21,0.22,0.24,0.21,0.051741992,2017
50204,Gatineau,QC,"255 St-Redempteur, Hull",45.435987,-75.723429,62,"PE,LU,P5,R",DMean,0.11,0.14,0.16,0.18,0.21,0.23,0.27,0.3,0.33,0.35,0.39,0.39,96.712328767,0.25,0.23,0.22,0.19,0.16,0.15,0.15,0.17,0.21,0.19,0.2,0.21,0.19,0.052042954,2017
50308,Quebec,QC,600 Rue Des Sables,46.821177,-71.220495,8,"PE,LU,P6,R",DMean,0.11,0.14,0.17,0.19,0.22,0.24,0.29,0.32,0.41,0.52,0.86,0.86,96.438356164,0.27,0.26,0.21,0.18,0.16,0.15,0.17,0.19,0.21,0.21,0.24,0.22,0.21,0.076738556,2017
54501,L'assomption,QC,801 St-Etienne/Route 344,45.80942,-73.43473,10,"PE,SU,P3,A",DMean,0.09,0.16,0.2,0.24,0.34,0.39,0.45,0.46,0.57,0.6,0.6,0.6,17.808219178,0.21,,,0.29,,,,,,,,,,,2017
60104,Ottawa,ON,Rideau & Wurtemburg,45.43433,-75.676,68,"PE,LU,P6,R",DMean,0.1,0.14,0.16,0.18,0.21,0.22,0.25,0.27,0.29,0.31,0.37,0.37,79.726027397,,,0.23,0.2,0.17,0.15,0.16,0.17,0.22,0.18,0.2,0.2,,,2017
60204,Windsor,ON,467 University Ave. West,42.315778,-83.043667,176,"T,LU,P4,R",DMean,0.12,0.17,0.2,0.23,0.26,0.29,0.33,0.38,0.42,0.44,0.48,0.48,98.356164384,0.29,0.26,0.23,0.21,0.19,0.22,0.21,0.24,0.26,0.24,0.24,0.28,0.24,0.064050213,2017
60430,Toronto,ON,125 Resources Road,43.709444,-79.5435,141,"PE,LU,P6,C",DMean,0.14,0.19,0.21,0.23,0.26,0.29,0.34,0.37,0.42,0.47,0.58,0.58,100,0.25,0.25,0.23,0.23,0.22,0.21,0.22,0.24,0.31,0.26,0.25,0.29,0.25,0.064740449,2017
60438,Toronto,ON,401w - 125 Resources Rd.,43.711106,-79.543425,139,"T,LU,P6,C",DMean,0.16,0.23,0.28,0.33,0.37,0.4,0.44,0.48,0.53,0.56,0.67,0.67,98.904109589,0.33,0.33,0.32,0.3,0.29,0.29,0.33,0.35,0.42,0.34,0.31,0.37,0.33,0.085201918,2017
60440,Toronto,ON,4905 Dufferin Street,43.78042,-79.46752,,"PE,LU,P6,I",DMean,0.12,0.16,0.18,0.21,0.24,0.26,0.3,0.33,0.38,0.42,0.49,0.49,96.164383562,0.24,0.24,0.23,0.2,0.19,0.19,0.19,0.22,0.27,0.23,0.22,0.23,0.22,0.059750704,2017
60512,Hamilton,ON,Elgin & Kelly,43.25778,-79.86167,90,"PS,LU,P5,R",DMean,0.12,0.16,0.19,0.22,0.26,0.3,0.34,0.38,0.44,0.5,0.56,0.56,99.178082192,0.24,0.25,0.24,0.24,0.24,0.19,0.2,0.22,0.31,0.24,0.24,0.25,0.24,0.075317653,2017
70119,Winnipeg,MB,65 Ellen Street,49.89799,-97.14653,229,"PE,LU,P6,R",DMean,0,0.07,0.09,0.11,0.23,0.32,0.43,0.52,0.69,0.74,0.79,0.79,63.287671233,,,0.38,0.42,,,,0.19,0.1,0.08,0.09,0.1,,,2017
80111,Regina,SK,1621 Albert St.,50.4527,-104.616,585,"PE,LU,P4,R",DMean,0.1,0.11,0.15,0.18,0.2,0.2,0.23,0.25,0.29,0.34,0.36,0.36,98.904109589,0.22,0.21,0.21,0.17,0.14,0.12,0.15,0.16,0.2,0.15,0.19,0.19,0.17,0.047160726,2017
80211,Saskatoon,SK,511 1st Avenue North,52.13613,-106.66293,483,"PE,LU,P4,R",DMean,0.11,0.14,0.16,0.19,0.21,0.23,0.26,0.3,0.31,0.35,0.38,0.38,98.904109589,0.23,0.23,0.23,0.19,0.16,0.14,0.16,0.17,0.2,0.17,0.23,0.2,0.19,0.050898553,2017
90120,Edmonton,AB,6240 113 Street,53.50022,-113.526056,681,"PE,LU,P4,R",DMean,0.1,0.14,0.2,0.22,0.26,0.31,0.37,0.42,0.48,0.63,0.75,0.75,98.356164384,0.32,0.29,0.33,0.27,0.2,0.14,0.2,0.22,0.22,0.19,0.28,0.24,0.24,0.094773827,2017
90121,Edmonton,AB,17 Street & 105 Avenue,53.54823,-113.36811,670,"PS,LU,P3,I",DMean,0.1,0.17,0.2,0.24,0.28,0.31,0.35,0.39,0.45,0.5,0.82,0.82,99.178082192,0.26,0.25,0.22,0.24,0.28,0.24,0.3,0.26,0.25,0.22,0.26,0.23,0.25,0.079680482,2017
90130,Edmonton,AB,10255 - 104th Street,53.54445,-113.49884,663,"PE,LU,P5,R",DMean,0.04,0.2,0.24,0.27,0.3,0.34,0.41,0.45,0.51,0.58,0.65,0.65,99.452054795,0.33,0.37,0.28,0.25,0.23,0.23,0.3,0.3,0.31,0.26,0.31,0.27,0.29,0.083750149,2017
90136,St. Albert,AB,37 Sunset Blvd,53.626908,-113.611883,681,"PE,MU,P4,R",DMean,0.06,0.13,0.16,0.2,0.23,0.25,0.3,0.36,0.42,0.47,0.53,0.53,99.452054795,0.27,0.25,0.24,0.18,0.16,0.13,0.18,0.19,0.19,0.19,0.26,0.22,0.21,0.075660476,2017
90222,Calgary,AB,39 St. & 29 Ave. N.W.,51.079222,-114.141828,1120,"PE,LU,P4,R",DMean,0,0.11,0.17,0.19,0.22,0.24,0.29,0.35,0.48,0.61,0.76,0.76,99.726027397,0.23,0.26,0.21,0.19,0.18,0.13,0.2,0.23,0.25,0.15,0.22,0.19,0.2,0.092121442,2017
90229,Calgary,AB,4700 110 Avenue Se,50.955122,-113.969742,1032,"PE,LU,P3,I",DMean,0.1,0.12,0.15,0.19,0.22,0.26,0.3,0.35,0.46,0.49,0.54,0.54,99.726027397,0.29,0.28,0.21,0.18,0.14,0.12,0.18,0.19,0.21,0.16,0.23,0.23,0.2,0.080500041,2017
90250,Airdrie,AB,Chinook Winds Park,51.268078,-114.037794,1090,"PE,MU,P4,P",DMean,0.1,0.12,0.18,0.2,0.21,0.23,0.27,0.33,0.4,0.42,0.57,0.57,73.698630137,,,,0.18,0.19,0.17,0.24,0.25,0.24,0.17,0.2,0.16,,,2017
90302,Red Deer,AB,73 Street & Riverside Drive,52.29867,-113.79352,858,"PE,MU,P3,R",DMean,0.1,0.11,0.16,0.19,0.22,0.25,0.33,0.37,0.4,0.44,0.63,0.63,99.178082192,0.28,0.25,0.22,0.18,0.14,0.12,0.19,0.2,0.19,0.16,0.23,0.27,0.2,0.081317244,2017
90502,Lethbridge,AB,,49.71621,-112.8006,918,"PE,MU,P3,I",DMean,0.1,0.13,0.17,0.2,0.21,0.22,0.25,0.3,0.39,0.55,0.73,0.73,98.630136986,0.21,0.21,0.21,0.19,0.18,0.14,0.18,0.23,0.28,0.17,0.18,0.21,0.2,0.072280561,2017
90601,Fort Saskatchewan,AB,9209a-96 Ave,53.69874,-113.22285,628,"T,SU,P3,R",DMean,0,0,0.02,0.06,0.12,0.18,0.22,0.26,0.32,0.44,0.52,0.52,99.452054795,0.06,0.04,0.03,0.01,0.03,0.02,0.07,0.1,0.1,0.18,0.22,0.21,0.09,0.094862866,2017
90701,Fort Mcmurray,AB,Franklin Avenue,56.73341,-111.39047,260,"PE,MU,P3,W",DMean,0.03,0.1,0.1,0.12,0.13,0.15,0.2,0.24,0.28,0.32,0.35,0.35,100,0.18,0.15,0.12,0.11,0.11,0.1,0.11,0.14,0.13,0.11,0.12,0.19,0.13,0.047435447,2017
92001,Grande Prairie,AB,10327 - 107 Avenue,55.1766,-118.8078,658,"PE,MU,P3,W",DMean,0.1,0.12,0.17,0.2,0.23,0.26,0.33,0.39,0.47,0.6,0.93,0.93,100,0.27,0.27,0.25,0.21,0.17,0.12,0.16,0.18,0.2,0.18,0.29,0.29,0.22,0.096750408,2017
100110,Metro Van - Burnaby,BC,700 Hammarskjold Drive,49.279214,-122.970707,104,"T,LU,P4,R",DMean,0.07,0.11,0.13,0.16,0.2,0.23,0.29,0.35,0.42,0.44,0.56,0.56,96.98630137,0.27,0.27,0.21,0.18,0.14,0.12,0.11,0.2,0.17,0.16,0.16,0.22,0.18,0.079455824,2017
100111,Metro Van - Port Moody,BC,Moody & Esplanade St.,49.280893,-122.849291,6,"PE,LU,P5,W",DMean,0.14,0.17,0.2,0.23,0.29,0.34,0.46,0.53,0.59,0.63,0.76,0.76,97.808219178,0.38,0.31,0.23,0.21,0.24,0.21,0.2,0.35,0.32,0.29,0.23,0.35,0.28,0.114574793,2017
100112,Metro Van - Vancouver,BC,Robson/Hornby,49.282272,-123.12188,32,"T,LU,P6,R",DMean,0.16,0.22,0.26,0.31,0.35,0.38,0.47,0.53,0.62,0.68,0.73,0.73,93.150684932,0.37,0.36,0.32,0.29,0.39,0.3,0.25,0.35,0.3,0.28,0.27,0.39,0.32,0.102780572,2017
100119,Metro Van - Burnaby,BC,5455 Rumble Street,49.21519,-122.985666,122,"PE,LU,P6,R",DMean,0.12,0.15,0.18,0.21,0.25,0.28,0.33,0.45,0.51,0.6,0.73,0.73,99.178082192,0.29,0.24,0.2,0.18,0.19,0.16,0.15,0.26,0.25,0.25,0.23,0.38,0.23,0.094329425,2017
100121,Metro Van - North Vancouver,BC,75 Riverside Dr.,49.301472,-123.020417,4,"PS,LU,P5,I",DMean,0.08,0.11,0.15,0.18,0.22,0.24,0.32,0.38,0.45,0.46,0.52,0.52,94.246575342,0.28,0.25,0.18,0.16,0.19,0.13,0.13,0.24,0.21,0.18,0.2,0.28,0.2,0.082800144,2017
100127,Metro Van - Surrey,BC,72nd Ave. And 190 St.,49.132928,-122.694224,79,"T,LU,P4,R",DMean,0.06,0.11,0.13,0.15,0.17,0.19,0.23,0.29,0.49,0.51,0.78,0.78,90.95890411,0.2,0.16,0.15,0.13,0.14,0.11,,0.16,0.18,0.17,0.16,0.3,0.17,0.082865756,2017
100128,Metro Van - Richmond,BC,10371 Aragon Rd,49.141437,-123.108215,4,"PE,LU,P4,R",DMean,0.08,0.11,0.14,0.17,0.21,0.26,0.37,0.45,0.53,0.59,0.75,0.75,98.356164384,0.34,0.25,0.17,0.15,0.13,0.12,0.11,0.16,0.2,0.24,0.21,0.36,0.2,0.108958502,2017
100132,Metro Van - North Vancouver,BC,16th St. & Jones Ave,49.323994,-123.083496,71,"PE,LU,P5,R",DMean,0.11,0.16,0.19,0.21,0.24,0.27,0.4,0.48,0.6,0.61,0.66,0.66,100,0.29,0.26,0.21,0.19,0.21,0.16,0.16,0.31,0.26,0.26,0.22,0.36,0.24,0.103890071,2017
100134,Metro Van - Richmond,BC,3153 Templeton Street,49.186265,-123.152422,1,"PE,LU,P5,C",DMean,0.09,0.14,0.18,0.22,0.27,0.32,0.42,0.49,0.58,0.66,0.98,0.98,98.630136986,0.37,0.3,0.22,0.19,0.21,0.16,0.14,0.21,0.26,0.29,0.25,0.39,0.25,0.117964919,2017
100135,Metro Van - Coquitlam,BC,1250 Pinetree Way,49.288265,-122.79157,38,"PE,LU,P5,R",DMean,0.12,0.15,0.18,0.2,0.23,0.27,0.33,0.4,0.47,0.5,0.55,0.55,80,0.31,0.26,0.22,0.19,0.19,0.16,,,0.21,0.2,0.2,0.31,,,2017
100138,Metro Van - West Vancouver,BC,6350 Marine Drive,49.36861,-123.276741,65,"T,LU,P2,R",DMean,0.09,0.12,0.15,0.17,0.2,0.22,0.24,0.29,0.35,0.4,0.47,0.47,96.98630137,0.24,0.23,0.2,0.18,0.16,0.14,0.13,0.22,0.19,0.17,0.16,0.18,0.18,0.057095692,2017
100140,Metro Van - Delta,BC,411 Milsom Wynd,49.009877,-123.081997,52,"PE,LU,P3,R",DMean,0.06,0.09,0.12,0.13,0.15,0.16,0.19,0.25,0.28,0.31,0.54,0.54,98.082191781,0.18,0.15,0.13,0.13,0.13,0.1,0.08,0.13,0.15,0.14,0.16,0.22,0.14,0.053543334,2017
100141,Metro Van - Vancouver,BC,"1290 East 11th Ave,",49.260267,-123.077776,30,"T,LU,P6,R",DMean,0.14,0.21,0.26,0.32,0.39,0.46,0.64,0.89,1.05,1.19,1.43,1.43,96.98630137,0.63,0.46,0.3,0.26,0.29,0.22,0.22,0.35,0.36,0.48,0.36,0.64,0.38,0.211689614,2017
100304,Victoria,BC,"Sj Willis School, 923 Topaz Ave.",48.441942,-123.363165,29,"T,LU,P6,R",DMean,0.1,0.14,0.18,0.21,0.25,0.28,0.37,0.44,0.53,0.61,0.73,0.73,99.726027397,0.34,0.28,0.22,0.19,0.19,0.16,0.15,0.2,0.25,0.28,0.25,0.32,0.24,0.100747329,2017
100701,Kelowna,BC,3333 College Way,49.862336,-119.477367,347,"PE,LU,P5,R",DMean,0.1,0.16,0.19,0.23,0.27,0.3,0.37,0.44,0.65,0.75,0.87,0.87,89.863013699,0.29,,0.26,0.22,0.18,0.16,0.22,0.38,0.3,0.24,0.27,0.24,0.25,0.110482444,2017
101003,Metro Van - Abbotsford,BC,32995 Bevan Ave.,49.04258,-122.30982,58,"PE,LU,P4,R",DMean,0.1,0.15,0.18,0.2,0.24,0.27,0.31,0.38,0.47,0.5,0.54,0.54,98.082191781,0.26,0.22,0.19,0.21,0.23,0.18,0.18,0.25,0.25,0.24,0.19,0.27,0.22,0.07552636,2017
101005,Metro Van - Abbotsford,BC,1073 Columbia Street,49.021554,-122.326523,65,"PE,LU,P3,A",DMean,0.05,0.09,0.12,0.14,0.16,0.18,0.21,0.24,0.33,0.36,0.38,0.38,95.068493151,0.2,0.18,0.17,0.13,0.13,0.1,0.09,0.17,0.17,0.14,0.13,0.16,0.15,0.054595153,2017
101101,Metro Van-Chilliwack,BC,46360 Airport Road,49.155848,-121.940279,12,"PE,MU,P3,R",DMean,0.11,0.14,0.16,0.17,0.19,0.21,0.25,0.31,0.46,0.54,0.61,0.61,96.164383562,0.19,0.2,0.17,0.16,0.16,0.16,0.18,0.27,0.23,0.2,0.2,0.18,0.19,0.071303692,2017
101301,Metro Van-Langley,BC,23752 52nd Avenue,49.09561,-122.567104,88,"PE,LU,P3,R",DMean,0.05,0.1,0.13,0.15,0.17,0.19,0.27,0.34,0.45,0.62,0.82,0.82,98.082191781,0.18,0.17,0.14,0.15,0.16,0.11,0.1,0.17,0.18,0.22,0.19,0.3,0.17,0.094393853,2017
101401,Metro Van-Hope,BC,62715 Airport Road,49.369887,-121.49912,40,"RB,SU,P2,F",DMean,0.11,0.13,0.14,0.15,0.17,0.18,0.21,0.27,0.56,0.64,0.79,0.79,98.082191781,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.3,0.22,0.15,0.17,0.15,0.18,0.088806918,2017
101501,Metro Van - Maple Ridge,BC,23124 118th Avenue,49.21494,-122.582057,50,"PE,LU,P4,R",DMean,0.11,0.14,0.17,0.2,0.24,0.27,0.37,0.51,0.55,0.61,0.86,0.86,87.671232877,0.3,0.21,0.2,,0.18,0.17,0.14,0.26,0.25,0.23,0.22,0.37,0.23,0.114150091,2017
106800,Ucluelet,BC,Coast Guard Drive,48.921799,-125.541209,14,"RB,SU,P2,W",DMean,0.08,0.09,0.11,0.12,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.15,53.97260274,0.12,0.13,0.13,0.13,0.12,0.1,0.08,,,,,,,,2017
129003,Yellowknife,NT,"52nd Ave & 49t Street, Sir John Franklin High School",62.45207,-114.364,193,"PE,SU,P3,R",DMean,0.1,0.13,0.15,0.17,0.2,0.21,0.24,0.27,0.42,0.81,1.36,1.36,99.452054795,0.23,0.23,0.24,0.18,0.15,0.13,0.15,0.29,0.16,0.16,0.19,0.19,0.19,0.102065752,2017
129203,Inuvik,NT,"Bompas Road (Block21, Lot 4084)",68.35702,-133.714057,30,"PE,SU,P2,R",DMean,0,0,0.01,0.17,0.23,0.33,0.41,0.46,0.51,0.54,0.59,0.59,83.287671233,0.38,0.44,0.29,0.23,0.21,0.14,0.12,,,0,0.01,0.01,,,2017
129601,Fort Smith,NT,95 Conibear Crescent,60.00455,-111.893241,358,"PE,SU,P2,R",DMean,0,0,0.1,0.15,0.21,0.27,0.32,0.37,0.43,0.49,1.44,1.44,88.493150685,0.34,0.3,0.22,0.18,0.12,0.19,,0.09,0.01,0.02,0.12,0.21,0.16,0.137839455,2017
